time,lasttime,lat,lng,speed,course,altitude,comment,,,Air P,,,,Air P,Launch_Lat,Launch_lng,LOS_Distance,Elevation
1:06,29/3/2026 1:06,1.4155,103.5975,24,268,19342.91,000303TxD,V:11.53,I:1.098,C:X,FPV@1.28GHz,,,,1.35217,103.81983,25.69841617,53.03163317
1:06,29/3/2026 1:06,1.415,103.59567,22,253,19441.67,000304TxC,T:-01.2,E:+00.0,P:0059,FPV@1.28GHz,,,,1.35217,103.81983,25.8790549,53.08425076
1:07,29/3/2026 1:07,1.41467,103.59367,20,261,19539.2,000305TxD,V:11.54,I:0.611,C:X,FPV@1.28GHz,,,,1.35217,103.81983,26.08339504,53.16293779
1:07,29/3/2026 1:07,1.41467,103.59133,24,278,19633.69,000306TxC,T:-00.7,E:+00.0,P:0057,FPV@1.28GHz,,,,1.35217,103.81983,26.3342035,53.29331553
1:08,29/3/2026 1:08,1.4155,103.58867,31,285,19740.07,000307TxD,V:11.54,I:0.564,C:X,FPV@1.28GHz,,,,1.35217,103.81983,26.64376723,53.46566564
1:09,29/3/2026 1:09,1.4165,103.58617,31,301,19846.75,000308TxC,T:-00.6,E:+00.0,P:0055,FPV@1.28GHz,,,,1.35217,103.81983,26.94119598,53.62206844
1:09,29/3/2026 1:09,1.41783,103.58383,20,292,19948.25,000309TxD,V:11.53,I:0.595,C:X,FPV@1.28GHz,,,,1.35217,103.81983,27.23133815,53.77545065
1:10,29/3/2026 1:10,1.41933,103.58183,30,306,20040.9,000310TxC,T:-00.5,E:+00.0,P:0053,FPV@1.28GHz,,,,1.35217,103.81983,27.49041998,53.90742866
1:11,29/3/2026 1:11,1.42133,103.57983,22,318,20141.79,000311TxD,V:11.49,I:1.837,C:X,FPV@1.28GHz,,,,1.35217,103.81983,27.76521129,54.04164412
1:11,29/3/2026 1:11,1.422,103.57867,13,266,20232.32,000312TxC,T:-00.2,E:+00.0,P:0051,FPV@1.28GHz,,,,1.35217,103.81983,27.90976893,54.06093265
1:12,29/3/2026 1:12,1.42217,103.57717,9,301,20323.45,000313TxD,V:11.50,I:1.064,C:X,FPV@1.28GHz,,,,1.35217,103.81983,28.07520179,54.09947342
1:12,29/3/2026 1:12,1.42217,103.57633,9,256,20422.82,000314TxC,T:+00.2,E:+00.0,P:0049,FPV@1.28GHz,,,,1.35217,103.81983,28.16492968,54.05356012
1:13,29/3/2026 1:13,1.42217,103.57533,11,261,20528.58,000315TxD,V:11.51,I:0.622,C:X,FPV@1.28GHz,,,,1.35217,103.81983,28.27177942,54.01601339
1:14,29/3/2026 1:14,1.42167,103.574,17,244,20630.39,000316TxC,T:+01.0,E:+00.0,P:0048,FPV@1.28GHz,,,,1.35217,103.81983,28.39876374,54.00332727
1:14,29/3/2026 1:14,1.42117,103.5725,15,237,20736.46,000317TxD,V:11.51,I:0.595,C:X,FPV@1.28GHz,,,,1.35217,103.81983,28.54425916,54.00283549
1:15,29/3/2026 1:15,1.42017,103.57117,20,227,20839.79,000318TxC,T:+01.6,E:+00.0,P:0046,FPV@1.28GHz,,,,1.35217,103.81983,28.65715779,53.97495345
1:16,29/3/2026 1:16,1.41883,103.56983,20,235,20947.99,000319TxD,V:11.50,I:0.598,C:X,FPV@1.28GHz,,,,1.35217,103.81983,28.76211248,53.93344144
1:16,29/3/2026 1:16,1.41733,103.5675,30,224,21052.54,000320TxC,T:+02.2,E:+00.0,P:0044,FPV@1.28GHz,,,,1.35217,103.81983,28.97029352,53.99431815
1:17,29/3/2026 1:17,1.41533,103.56517,39,227,21141.84,000321TxD,V:11.47,I:1.736,C:X,FPV@1.28GHz,,,,1.35217,103.81983,29.16680778,54.06316209
1:17,29/3/2026 1:17,1.41333,103.56183,37,246,21228.1,000322TxC,T:+02.5,E:+00.0,P:0043,FPV@1.28GHz,,,,1.35217,103.81983,29.47520962,54.23849744
1:18,29/3/2026 1:18,1.412,103.558,48,250,21317.71,000323TxD,V:11.47,I:1.098,C:X,FPV@1.28GHz,,,,1.35217,103.81983,29.8563429,54.47280603
1:19,29/3/2026 1:19,1.4115,103.55367,43,268,21414.33,000324TxC,T:+02.7,E:+00.0,P:0042,FPV@1.28GHz,,,,1.35217,103.81983,30.31361959,54.76162137
1:19,29/3/2026 1:19,1.4115,103.55017,33,266,21513.7,000325TxD,V:11.47,I:1.042,C:X,FPV@1.28GHz,,,,1.35217,103.81983,30.69347985,54.97258516
1:20,29/3/2026 1:20,1.4115,103.54683,35,261,21619.77,000326TxC,T:+03.1,E:+00.0,P:0040,FPV@1.28GHz,,,,1.35217,103.81983,31.05618767,55.15628772
1:20,29/3/2026 1:20,1.41067,103.54383,28,245,21717.91,000327TxD,V:11.48,I:0.598,C:X,FPV@1.28GHz,,,,1.35217,103.81983,31.3628775,55.29848857
1:21,29/3/2026 1:21,1.40967,103.54083,31,252,21803.26,000328TxC,T:+03.6,E:+00.0,P:0039,FPV@1.28GHz,,,,1.35217,103.81983,31.6665572,55.45156337
1:22,29/3/2026 1:22,1.40833,103.5375,41,247,21893.78,000329TxD,V:11.48,I:0.591,C:X,FPV@1.28GHz,,,,1.35217,103.81983,31.99979014,55.6206471
1:22,29/3/2026 1:22,1.40783,103.53367,46,274,21996.5,000330TxC,T:+03.9,E:+00.0,P:0038,FPV@1.28GHz,,,,1.35217,103.81983,32.40680321,55.83283769
1:23,29/3/2026 1:23,1.40883,103.529,54,281,22104.1,000331TxD,V:11.48,I:0.597,C:X,FPV@1.28GHz,,,,1.35217,103.81983,32.93760858,56.13483287
1:24,29/3/2026 1:24,1.41033,103.524,63,291,22207.12,000332TxC,T:+04.3,E:+00.0,P:0036,FPV@1.28GHz,,,,1.35217,103.81983,33.51510195,56.47152906
1:24,29/3/2026 1:24,1.41233,103.51867,54,292,22317.15,000333TxD,V:11.45,I:1.303,C:X,FPV@1.28GHz,,,,1.35217,103.81983,34.1395202,56.82718362
1:25,29/3/2026 1:25,1.41433,103.51333,61,288,22427.79,000334TxC,T:+04.8,E:,#NAME?,P:0035,FPV@1.28GHz,,,1.35217,103.81983,34.76533214,57.17315322
1:25,29/3/2026 1:25,1.416,103.50783,57,286,22537.83,000335TxD,V:11.45,I:1.050,C:X,FPV@1.28GHz,,,,1.35217,103.81983,35.40147936,57.51773198
1:26,29/3/2026 1:26,1.4175,103.50217,69,284,22637.19,000336TxC,T:+04.9,E:+00.0,P:0034,FPV@1.28GHz,,,,1.35217,103.81983,36.05133232,57.87465172
1:27,29/3/2026 1:27,1.419,103.49567,72,278,22740.82,000337TxD,V:11.46,I:0.600,C:X,FPV@1.28GHz,,,,1.35217,103.81983,36.79266922,58.28061012
1:27,29/3/2026 1:27,1.42,103.48867,80,273,22835.62,000338TxC,T:+05.0,E:+00.0,P:0033,FPV@1.28GHz,,,,1.35217,103.81983,37.57725116,58.71303404
1:28,29/3/2026 1:28,1.421,103.48167,72,279,22939.25,000339TxD,V:11.46,I:0.594,C:X,FPV@1.28GHz,,,,1.35217,103.81983,38.36189222,59.1218542
1:29,29/3/2026 1:29,1.4225,103.47417,80,282,23057.51,000340TxC,T:+05.0,E:+00.0,P:0031,FPV@1.28GHz,,,,1.35217,103.81983,39.21211351,59.54361705
1:29,29/3/2026 1:29,1.42483,103.4665,93,290,23180.04,000341TxD,V:11.46,I:0.589,C:X,FPV@1.28GHz,,,,1.35217,103.81983,40.09933954,59.96927983
1:30,29/3/2026 1:30,1.428,103.4585,98,290,23292.82,000342TxC,T:+04.9,E:+00.0,P:0030,FPV@1.28GHz,,,,1.35217,103.81983,41.04173008,60.42335969
1:30,29/3/2026 1:30,1.43133,103.45067,93,290,23397.06,000343TxD,V:11.45,I:0.578,C:X,FPV@1.28GHz,,,,1.35217,103.81983,41.97000852,60.86160364
1:32,29/3/2026 1:32,1.43767,103.43383,98,295,23607.98,000345TxD,V:11.43,I:1.111,C:X,FPV@1.28GHz,,,,1.35217,103.81983,43.94914253,61.75682492
1:32,29/3/2026 1:32,1.4415,103.425,106,288,23715.57,000346TxC,T:+05.0,E:+00.0,P:0028,FPV@1.28GHz,,,,1.35217,103.81983,45.00001256,62.21020805
1:33,29/3/2026 1:33,1.44417,103.41633,98,288,23814.02,000347TxD,V:11.42,I:1.045,C:X,FPV@1.28GHz,,,,1.35217,103.81983,46.00558646,62.63241477
1:34,29/3/2026 1:34,1.4465,103.4075,94,284,23914,000348TxC,T:+05.3,E:+00.0,P:0027,FPV@1.28GHz,,,,1.35217,103.81983,47.0201717,63.04255608
1:34,29/3/2026 1:34,1.449,103.3985,100,287,24004.22,000349TxD,V:11.44,I:0.586,C:X,FPV@1.28GHz,,,,1.35217,103.81983,48.05742845,63.4583159
1:35,29/3/2026 1:35,1.45183,103.38933,100,286,24096.88,000350TxC,T:+05.6,E:+00.0,P:0026,FPV@1.28GHz,,,,1.35217,103.81983,49.12140472,63.86938763
1:35,29/3/2026 1:35,1.455,103.3805,93,292,24192.28,000351TxD,V:11.44,I:0.580,C:X,FPV@1.28GHz,,,,1.35217,103.81983,50.15729404,64.25067343
1:36,29/3/2026 1:36,1.458,103.37333,76,296,24286.46,000352TxC,T:+05.6,E:+00.0,P:0025,FPV@1.28GHz,,,,1.35217,103.81983,51.00955125,64.54013666
1:37,29/3/2026 1:37,1.4615,103.3675,72,302,24383.39,000353TxD,V:11.43,I:0.592,C:X,FPV@1.28GHz,,,,1.35217,103.81983,51.73039511,64.76291096
1:37,29/3/2026 1:37,1.46517,103.36217,59,304,24474.83,000354TxC,T:+05.6,E:+00.0,P:0025,FPV@1.28GHz,,,,1.35217,103.81983,52.40278732,64.96497645
1:38,29/3/2026 1:38,1.46817,103.3585,44,315,24571.76,000355TxD,V:11.40,I:1.314,C:X,FPV@1.28GHz,,,,1.35217,103.81983,52.87928501,65.07681512
1:39,29/3/2026 1:39,1.47067,103.35583,31,320,24686.67,000356TxC,T:+05.5,E:+00.0,P:0024,FPV@1.28GHz,,,,1.35217,103.81983,53.23526654,65.12153691
1:39,29/3/2026 1:39,1.47267,103.35367,30,320,24798.53,000357TxD,V:11.40,I:1.022,C:X,FPV@1.28GHz,,,,1.35217,103.81983,53.52315409,65.14060655
1:40,29/3/2026 1:40,1.47467,103.35183,30,323,24909.48,000358TxC,T:+05.6,E:+00.0,P:0023,FPV@1.28GHz,,,,1.35217,103.81983,53.7770792,65.14648316
1:40,29/3/2026 1:40,1.4765,103.35,28,311,25017.68,000359TxD,V:11.42,I:0.591,C:X,FPV@1.28GHz,,,,1.35217,103.81983,54.02558728,65.15251599
1:41,29/3/2026 1:41,1.47783,103.3475,35,280,25122.84,000360TxC,T:+05.8,E:+00.0,P:0022,FPV@1.28GHz,,,,1.35217,103.81983,54.33211383,65.184465
1:42,29/3/2026 1:42,1.47817,103.3435,46,272,25215.8,000361TxD,V:11.42,I:0.603,C:X,FPV@1.28GHz,,,,1.35217,103.81983,54.7715766,65.27954927
1:42,29/3/2026 1:42,1.4785,103.34017,26,281,25303.58,000362TxC,T:+05.8,E:+00.0,P:0021,FPV@1.28GHz,,,,1.35217,103.81983,55.13884165,65.34929599
1:43,29/3/2026 1:43,1.47833,103.338,31,255,25391.97,000363TxD,V:11.41,I:0.616,C:X,FPV@1.28GHz,,,,1.35217,103.81983,55.36734523,65.36337786
1:43,29/3/2026 1:43,1.47733,103.33517,28,244,25483.11,000364TxC,T:+05.9,E:+00.0,P:0021,FPV@1.28GHz,,,,1.35217,103.81983,55.64381906,65.39371756
1:44,29/3/2026 1:44,1.47633,103.3335,7,218,25581.56,000365TxD,V:11.41,I:0.591,C:X,FPV@1.28GHz,,,,1.35217,103.81983,55.79597089,65.36930161
1:45,29/3/2026 1:45,1.4755,103.33317,9,199,25675.13,000366TxC,T:+05.9,E:+00.0,P:0020,FPV@1.28GHz,,,,1.35217,103.81983,55.80877341,65.29494794
1:45,29/3/2026 1:45,1.47467,103.3335,11,145,25769.93,000367TxD,V:11.39,I:1.075,C:X,FPV@1.28GHz,,,,1.35217,103.81983,55.75060405,65.19192585
1:46,29/3/2026 1:46,1.47367,103.33383,7,154,25864.72,000368TxC,T:+06.0,E:+00.0,P:0019,FPV@1.28GHz,,,,1.35217,103.81983,55.68796393,65.08711129
1:47,29/3/2026 1:47,1.47283,103.33433,7,159,25967.74,000369TxD,V:11.39,I:0.994,C:X,FPV@1.28GHz,,,,1.35217,103.81983,55.61144671,64.96979847
1:47,29/3/2026 1:47,1.4725,103.335,13,99,26064.97,000370TxC,T:+06.2,E:+00.0,P:0019,FPV@1.28GHz,,,,1.35217,103.81983,55.53032251,64.85545401
1:48,29/3/2026 1:48,1.47233,103.33667,28,94,26159.76,000371TxD,V:11.40,I:0.608,C:X,FPV@1.28GHz,,,,1.35217,103.81983,55.34560635,64.70168243
1:49,29/3/2026 1:49,1.4715,103.34617,69,99,26332.89,000373TxD,V:11.40,I:0.587,C:X,FPV@1.28GHz,,,,1.35217,103.81983,54.29879117,64.12834356
1:50,29/3/2026 1:50,1.47017,103.35267,81,104,26419.15,000374TxC,T:+06.5,E:+00.0,P:0018,FPV@1.28GHz,,,,1.35217,103.81983,53.56203495,63.74545917
1:50,29/3/2026 1:50,1.4685,103.36,81,103,26522.78,000375TxD,V:11.39,I:0.605,C:X,FPV@1.28GHz,,,,1.35217,103.81983,52.72658205,63.29646862
1:51,29/3/2026 1:51,1.46667,103.368,85,101,26640.13,000376TxC,T:+06.6,E:+00.0,P:0017,FPV@1.28GHz,,,,1.35217,103.81983,51.81457147,62.79032848
1:52,29/3/2026 1:52,1.46467,103.37533,80,108,26746.2,000377TxD,V:11.37,I:1.270,C:X,FPV@1.28GHz,,,,1.35217,103.81983,50.97011836,62.31208309
1:52,29/3/2026 1:52,1.46217,103.382,72,111,26840.69,000378TxC,T:+06.7,E:+00.0,P:0016,FPV@1.28GHz,,,,1.35217,103.81983,50.18322584,61.85973091
1:53,29/3/2026 1:53,1.4595,103.38783,67,117,26930.3,000379TxD,V:11.37,I:1.022,C:X,FPV@1.28GHz,,,,1.35217,103.81983,49.48253466,61.44326618
1:53,29/3/2026 1:53,1.457,103.393,50,112,27031.8,000380TxC,T:+06.9,E:+00.0,P:0016,FPV@1.28GHz,,,,1.35217,103.81983,48.85795017,61.04541524
1:54,29/3/2026 1:54,1.45533,103.39717,50,112,27125.98,000381TxD,V:11.38,I:0.614,C:X,FPV@1.28GHz,,,,1.35217,103.81983,48.36355603,60.71295916
1:55,29/3/2026 1:55,1.45367,103.40217,61,108,27232.66,000382TxC,T:+07.1,E:+00.0,P:0015,FPV@1.28GHz,,,,1.35217,103.81983,47.77986817,60.31854773
1:55,29/3/2026 1:55,1.45183,103.40833,72,102,27333.55,000383TxD,V:11.38,I:0.589,C:X,FPV@1.28GHz,,,,1.35217,103.81983,47.06619389,59.85425175
1:56,29/3/2026 1:56,1.45033,103.41483,67,104,27426.51,000384TxC,T:+07.3,E:+00.0,P:0015,FPV@1.28GHz,,,,1.35217,103.81983,46.32470038,59.37237242
1:57,29/3/2026 1:57,1.449,103.4205,67,102,27515.21,000385TxD,V:11.38,I:0.609,C:X,FPV@1.28GHz,,,,1.35217,103.81983,45.67732627,58.93598706
1:57,29/3/2026 1:57,1.44767,103.42667,63,99,27599.64,000386TxC,T:+07.3,E:+00.0,P:0014,FPV@1.28GHz,,,,1.35217,103.81983,44.97594098,58.46449817
1:58,29/3/2026 1:58,1.44683,103.43233,59,93,27684.07,000387TxD,V:11.38,I:0.589,C:X,FPV@1.28GHz,,,,1.35217,103.81983,44.34254619,58.02252003
1:58,29/3/2026 1:58,1.447,103.4375,54,85,27769.72,000388TxC,T:+07.3,E:+00.0,P:0014,FPV@1.28GHz,,,,1.35217,103.81983,43.78902499,57.6183238
1:59,29/3/2026 1:59,1.44733,103.44233,48,83,27865.12,000389TxD,V:11.35,I:1.105,C:X,FPV@1.28GHz,,,,1.35217,103.81983,43.27706065,57.22343146
2:00,29/3/2026 2:00,1.44817,103.447,57,80,27962.66,000390TxC,T:+07.4,E:+00.0,P:0013,FPV@1.28GHz,,,,1.35217,103.81983,42.79707414,56.84028883
2:00,29/3/2026 2:00,1.44883,103.45283,61,83,28061.41,000391TxD,V:11.35,I:0.981,C:X,FPV@1.28GHz,,,,1.35217,103.81983,42.18842576,56.37034361
2:01,29/3/2026 2:01,1.44933,103.459,67,87,28158.34,000392TxC,T:+07.6,E:+00.0,P:0013,FPV@1.28GHz,,,,1.35217,103.81983,41.53997804,55.86817727
2:01,29/3/2026 2:01,1.44983,103.4655,70,87,28252.83,000393TxD,V:11.36,I:0.619,C:X,FPV@1.28GHz,,,,1.35217,103.81983,40.85746212,55.33624145
2:02,29/3/2026 2:02,1.4505,103.47217,78,82,28341.22,000394TxC,T:+07.8,E:+00.0,P:0013,FPV@1.28GHz,,,,1.35217,103.81983,40.16337775,54.79135777
2:03,29/3/2026 2:03,1.45233,103.47917,74,73,28426.87,000395TxD,V:11.36,I:0.584,C:X,FPV@1.28GHz,,,,1.35217,103.81983,39.47212147,54.23947641
2:03,29/3/2026 2:03,1.454,103.48567,67,75,28512.82,000396TxC,T:+07.9,E:+00.0,P:0012,FPV@1.28GHz,,,,1.35217,103.81983,38.83319054,53.7124548
2:04,29/3/2026 2:04,1.4555,103.49183,70,77,28606.7,000397TxD,V:11.36,I:0.578,C:X,FPV@1.28GHz,,,,1.35217,103.81983,38.22849995,53.19218986
2:05,29/3/2026 2:05,1.45667,103.498,69,80,28702.1,000398TxC,T:+08.0,E:+00.0,P:0012,FPV@1.28GHz,,,,1.35217,103.81983,37.61488728,52.65449979
2:05,29/3/2026 2:05,1.45767,103.50467,70,80,28810.31,000399TxD,V:11.36,I:0.580,C:X,FPV@1.28GHz,,,,1.35217,103.81983,36.9455647,52.05274138
2:06,29/3/2026 2:06,1.45883,103.51117,72,76,28912.41,000400TxC,T:+08.1,E:+00.0,P:0011,FPV@1.28GHz,,,,1.35217,103.81983,36.30305848,51.46555222
2:06,29/3/2026 2:06,1.4605,103.51733,65,71,29004.16,000401TxD,V:11.33,I:1.186,C:X,FPV@1.28GHz,,,,1.35217,103.81983,35.7187621,50.9228938
2:07,29/3/2026 2:07,1.46267,103.52333,63,70,29092.86,000402TxC,T:+08.2,E:+00.0,P:0011,FPV@1.28GHz,,,,1.35217,103.81983,35.17512924,50.40632275
2:08,29/3/2026 2:08,1.46433,103.52867,59,70,29173.63,000403TxD,V:11.34,I:0.973,C:X,FPV@1.28GHz,,,,1.35217,103.81983,34.68547134,49.93311826
2:08,29/3/2026 2:08,1.466,103.53367,57,73,29252.27,000404TxC,T:+08.4,E:+00.0,P:0011,FPV@1.28GHz,,,,1.35217,103.81983,34.23562859,49.48811806
2:09,29/3/2026 2:09,1.467,103.539,59,83,29333.95,000405TxD,V:11.35,I:0.602,C:X,FPV@1.28GHz,,,,1.35217,103.81983,33.72776336,48.98563177
2:10,29/3/2026 2:10,1.4675,103.54467,63,92,29416.55,000406TxC,T:+08.5,E:+00.0,P:0010,FPV@1.28GHz,,,,1.35217,103.81983,33.16670414,48.42921414
2:10,29/3/2026 2:10,1.46717,103.551,69,95,29502.51,000407TxD,V:11.35,I:0.580,C:X,FPV@1.28GHz,,,,1.35217,103.81983,32.50446753,47.77170913
2:11,29/3/2026 2:11,1.46667,103.55733,67,91,29585.41,000408TxC,T:+08.7,E:+00.0,P:0010,FPV@1.28GHz,,,,1.35217,103.81983,31.83648612,47.09891699
2:11,29/3/2026 2:11,1.4665,103.564,65,88,29651.55,000409TxD,V:11.34,I:0.577,C:X,FPV@1.28GHz,,,,1.35217,103.81983,31.15060424,46.41231978
2:12,29/3/2026 2:12,1.46683,103.57017,67,86,29700.02,000410TxC,T:+08.8,E:,#NAME?,P:0010,FPV@1.28GHz,,,1.35217,103.81983,30.54103768,45.79984707
2:13,29/3/2026 2:13,1.46733,103.57633,67,88,29745.74,000411TxD,V:11.34,I:0.595,C:X,FPV@1.28GHz,,,,1.35217,103.81983,29.94390136,45.19021337
2:13,29/3/2026 2:13,1.46733,103.58217,63,92,29798.47,000412TxC,T:+08.8,E:+00.0,P:0010,FPV@1.28GHz,,,,1.35217,103.81983,29.35838671,44.57376961
2:14,29/3/2026 2:14,1.46667,103.58817,67,98,29864,000413TxD,V:11.32,I:1.339,C:X,FPV@1.28GHz,,,,1.35217,103.81983,28.72707966,43.88835359
2:15,29/3/2026 2:15,1.4655,103.5945,67,103,29945.69,000414TxC,T:+08.8,E:+00.0,P:0009,FPV@1.28GHz,,,,1.35217,103.81983,28.03933682,43.11698519
2:15,29/3/2026 2:15,1.46417,103.59933,65,103,30016.4,000415TxD,V:11.32,I:1.023,C:X,FPV@1.28GHz,,,,1.35217,103.81983,27.4934649,42.48806735
2:16,29/3/2026 2:16,1.46317,103.60683,63,94,30127.04,000416TxC,T:+09.2,E:+00.0,P:0009,FPV@1.28GHz,,,,1.35217,103.81983,26.70128154,41.55023672
2:17,29/3/2026 2:17,1.463,103.61433,63,88,30220.92,000417TxD,V:11.33,I:0.589,C:X,FPV@1.28GHz,,,,1.35217,103.81983,25.95586931,40.65832264
2:18,29/3/2026 2:18,1.46383,103.622,63,82,30302.61,000418TxC,T:+09.8,E:+00.0,P:0009,FPV@1.28GHz,,,,1.35217,103.81983,25.25398661,39.80759257
2:18,29/3/2026 2:18,1.46483,103.62917,61,82,30372.41,000419TxD,V:11.33,I:0.581,C:X,FPV@1.28GHz,,,,1.35217,103.81983,24.61945475,39.0277455
2:19,29/3/2026 2:19,1.4655,103.6365,67,84,30439.46,000420TxC,T:+10.2,E:+00.0,P:0009,FPV@1.28GHz,,,,1.35217,103.81983,23.96070069,38.20837754
2:20,29/3/2026 2:20,1.46617,103.64467,70,84,30508.35,000421TxD,V:11.33,I:0.602,C:X,FPV@1.28GHz,,,,1.35217,103.81983,23.23374297,37.29121495
2:21,29/3/2026 2:21,1.46683,103.6525,63,85,30581.19,000422TxC,T:+10.6,E:+00.0,P:0008,FPV@1.28GHz,,,,1.35217,103.81983,22.55072971,36.40525772
2:22,29/3/2026 2:22,1.46717,103.66,63,88,30650.99,000423TxD,V:11.32,I:0.600,C:X,FPV@1.28GHz,,,,1.35217,103.81983,21.89020051,35.53351397
2:22,29/3/2026 2:22,1.46733,103.66717,59,90,30707.08,000424TxC,T:+10.8,E:+00.0,P:0008,FPV@1.28GHz,,,,1.35217,103.81983,21.25911704,34.6956194
2:23,29/3/2026 2:23,1.46717,103.6745,63,91,30747.92,000425TxD,V:11.30,I:1.005,C:X,FPV@1.28GHz,,,,1.35217,103.81983,20.60349858,33.82516165
2:24,29/3/2026 2:24,1.46683,103.682,65,91,30774.74,000426TxC,T:+11.1,E:+00.0,P:0008,FPV@1.28GHz,,,,1.35217,103.81983,19.93229892,32.93047423
2:25,29/3/2026 2:25,1.46667,103.6895,63,91,30805.83,000427TxD,V:11.31,I:0.572,C:X,FPV@1.28GHz,,,,1.35217,103.81983,19.28707237,32.05007073
2:25,29/3/2026 2:25,1.4665,103.697,63,92,30845.46,000428TxC,T:+11.4,E:+00.0,P:0008,FPV@1.28GHz,,,,1.35217,103.81983,18.65605213,31.16652516
2:26,29/3/2026 2:26,1.46617,103.7045,63,93,30877.46,000429TxD,V:11.31,I:0.605,C:X,FPV@1.28GHz,,,,1.35217,103.81983,18.02900166,30.28017522
2:27,29/3/2026 2:27,1.46567,103.71183,63,93,30887.82,000430TxC,T:+11.7,E:,#NAME?,P:0008,FPV@1.28GHz,,,1.35217,103.81983,17.41867535,29.420106
2:28,29/3/2026 2:28,1.46517,103.71933,63,94,30884.47,000431TxD,V:11.31,I:0.586,C:X,FPV@1.28GHz,,,,1.35217,103.81983,16.81329898,28.56357703
,,,,,,,,,,,,,,,1.35217,103.81983,11543.80198,90
2:29,29/3/2026 2:29,1.46383,103.73433,65,96,30906.11,000433TxD,V:11.31,I:0.608,C:X,FPV@1.28GHz,,,,1.35217,103.81983,15.63615355,26.83595928
2:30,29/3/2026 2:30,1.46283,103.74183,65,97,30932.63,000434TxC,T:+12.0,E:+00.0,P:0008,FPV@1.28GHz,,,,1.35217,103.81983,15.05283756,25.94908171
2:31,29/3/2026 2:31,1.46183,103.7495,65,98,30960.06,000435TxD,V:11.27,I:1.637,C:X,FPV@1.28GHz,,,,1.35217,103.81983,14.48466651,25.07254712
2:32,29/3/2026 2:32,1.46067,103.757,63,99,30973.47,000436TxC,T:+12.1,E:+00.0,P:0008,FPV@1.28GHz,,,,1.35217,103.81983,13.9404382,24.23140135
2:33,29/3/2026 2:33,1.45933,103.76433,63,99,30974.69,000437TxD,V:11.29,I:1.003,C:X,FPV@1.28GHz,,,,1.35217,103.81983,13.41808161,23.42202078
2:33,29/3/2026 2:33,1.45817,103.7715,63,99,30979.87,000438TxC,T:+12.2,E:+00.0,P:0008,FPV@1.28GHz,,,,1.35217,103.81983,12.95331822,22.69080374
2:34,29/3/2026 2:34,1.45683,103.77883,61,100,31002.73,000439TxD,V:11.30,I:0.616,C:X,FPV@1.28GHz,,,,1.35217,103.81983,12.49828266,21.95608408
2:35,29/3/2026 2:35,1.45533,103.786,61,101,31042.97,000440TxC,T:+12.4,E:+00.0,P:0008,FPV@1.28GHz,,,,1.35217,103.81983,12.0715741,21.24939605
2:36,29/3/2026 2:36,1.454,103.79283,59,101,31080.76,000441TxD,V:11.30,I:0.587,C:X,FPV@1.28GHz,,,,1.35217,103.81983,11.71401036,20.65089661
2:36,29/3/2026 2:36,1.45267,103.79983,59,100,31092.95,000442TxC,T:+12.5,E:+00.0,P:0008,FPV@1.28GHz,,,,1.35217,103.81983,11.39409498,20.12549535
2:37,29/3/2026 2:37,1.45133,103.80683,59,100,31084.42,000443TxD,V:11.29,I:0.612,C:X,FPV@1.28GHz,,,,1.35217,103.81983,11.12038465,19.68456085
2:38,29/3/2026 2:38,1.451,103.81467,65,77,28588.11,000444TxC,T:+12.6,E:+00.0,P:0012,FPV@1.28GHz,,,,1.35217,103.81983,11.00435386,21.05309503
2:38,29/3/2026 2:38,1.45083,103.82083,50,101,25989.69,000445TxD,V:11.29,I:0.622,C:X,FPV@1.28GHz,,,,1.35217,103.81983,10.97105464,22.88611716
2:39,29/3/2026 2:39,1.45117,103.81917,87,284,23859.74,000446TxC,T:+12.3,E:+00.0,P:0027,FPV@1.28GHz,,,,1.35217,103.81983,11.00854222,24.76792336
2:40,29/3/2026 2:40,1.45317,103.8115,52,272,21804.78,000447TxD,V:11.27,I:1.150,C:X,FPV@1.28GHz,,,,1.35217,103.81983,11.26879654,27.33009962
2:40,29/3/2026 2:40,1.453,103.80967,15,258,19935.75,000448TxC,T:+11.7,E:+00.0,P:0054,FPV@1.28GHz,,,,1.35217,103.81983,11.26852515,29.47696183
2:41,29/3/2026 2:41,1.45317,103.80733,20,320,18150.84,000449TxD,V:11.27,I:1.095,C:X,FPV@1.28GHz,,,,1.35217,103.81983,11.31632049,31.94188399
2:42,29/3/2026 2:42,1.454,103.8065,26,283,16609.16,000450TxC,T:+10.8,E:+00.0,P:0098,FPV@1.28GHz,,,,1.35217,103.81983,11.41952474,34.51022648
2:42,29/3/2026 2:42,1.45483,103.80183,31,279,15127.53,000451TxD,V:11.26,I:1.114,C:X,FPV@1.28GHz,,,,1.35217,103.81983,11.58930751,37.45598035
2:43,29/3/2026 2:43,1.455,103.80217,24,61,13733.07,000452TxC,T:+09.6,E:+00.0,P:0164,FPV@1.28GHz,,,,1.35217,103.81983,11.60147209,40.19057484
2:43,29/3/2026 2:43,1.45683,103.8045,31,68,12416.03,000453TxD,V:11.26,I:1.156,C:X,FPV@1.28GHz,,,,1.35217,103.81983,11.76176564,43.44992318
2:44,29/3/2026 2:44,1.4575,103.80683,15,103,11313.87,000454TxC,T:+08.8,E:+00.0,P:0238,FPV@1.28GHz,,,,1.35217,103.81983,11.80097632,46.20723303
